,caption,date,customer,rating,transcript
165,Stunning hotel with views to the Taj Mahal, September 2019,Chris,5.0,"<q class=""IRsGHoPm"">
 <>
  Agra was our second stop in our journey through Rajasthan. It is a lovely hotel with warmth, charm and style in the beautiful Oberoi tradition. Our stay was fantastic with beautiful breakfast and dinner and at sunrise we were taken a short distance by buggy to see the magnificent Taj Mahal with its stunning gardens etc. Staff are polite friendly and ensure guests needs are met to the highest standard. We rate this hotel a 10 out of 10.
 </>
</q>"
166,Amazing Hotel, August 2019,Milton Massel,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed there as it  is within walking distance of the Taj Mahal. From the minute that we arrived until we left, we were treated  like kings. Nothing was impossible. Rooms, concierge,meals etc were amazing. Highly recommend this hotel.
 </>
</q>"
167,Best honeymoon & birthday ever, September 2019,Peter K,5.0,"<q class=""IRsGHoPm"">
 <>
  We came to this amazing hotel during our honeymoon and the birthday of my wife. They made a non-stop surprise, from the moment we checked-inn till the moment we checked-out. My wife had a wish to make wear a saree during our sunrise visit to the taj mahal. Mrs. Prachi and her team made her wish come true. They even choose her favourite color and even taught her how to put the saree. Thanks to Isa who help my wife to prepare the saree. The view from our balcony is breathtaking. Thank you to Mrs. Prachi and the team. We could not ask any better than that.  Regards Sherley Putri &amp; Peter Kornaat
 </>
</q>"
168,Late lunch, October 2019,Mann,5.0,"<q class=""IRsGHoPm"">
 <>
  I had lunch with a Spanish friend, we were visiting from London. We were not staying at Amarvilas, went for lunch. It was the best meal, service we had whilst in India. The staff were attentive but not overpowering, made suggestions. The staff seemed to work well together and always smiling
 </>
</q>"
169,Vacation, September 2019,Safari797435,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a beautiful and exquisite hotel located just 600 meters from the Taj Mahal where every room has a view of it .The service is superb, breakfast was delicious with both a western and Indian menu included. We bought the 5 course balcony dinner and food was sumptuous with a spectacular backdrop of the Taj as the sun was setting. If you come to see one of the seven wonders of the world there is no other place to stay
 </>
</q>"
170,Amazing views of Taj Mahal, September 2019,Amanda H,5.0,"<q class=""IRsGHoPm"">
 <>
  Lovely hotel.  Amazing views.  Can either walk or take good buggy to Taj.  Excellent food, brilliant service. Three days is probably enough here though good for a little rest and relaxation. Took a guide recommended by hotel who was also great
 </>
</q>"
171,Detail and personalised, September 2019,Tony H,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is currently undergoing renovations but you wouldn't really notice. The staff go out of their way to attend to your every wish. We came back to our room to find that they had drawn a bath for us and filled it with rose petals! Then they arrived with a chocolate Taj Mahal for us! In mentioning an Australia versus India cricket match, the next day at breakfast the waiter said he had a surprise for me. They took me outside to a secret garden and there was the waiter with a cricket bat and ball asking me if I wanted to bat or bowl! The entrance to this hotel is  extraordinary and sets a high bar for all that follows. They exceed in every respect. I was so taken by the service that I wrote to the Manager. That night he came to our dinner table to meet me personally and to
 </>
 <>
  …
 </>
</q>"
172,Amazing!, September 2019,Marie-NYNY,5.0,"<q class=""IRsGHoPm"">
 <>
  Fantastic hotel perfectly located, close to Taj Mahal and also with great views of Taj Mahal from every room. Rooms were beautifully decorated, with great details and very comfortable. Service was outstanding, proximity to Taj Mahal and also possibility of getting there with hotel golf cart service was also very convenient.
 </>
</q>"
173,Taj Mahal central!, September 2019,Jane,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed recently at this wonderful hotel - you get a view of the Taj Mahal from nearly everywhere  -and it is fabulous!  One of the most romantic places we have ever stayed in (bonus rose petals in bathtub!)
 </>
</q>"
174,Fantastic Oberoi, September 2019,Brian H,5.0,"<q class=""IRsGHoPm"">
 <>
  Having just spent a couple of delays in the The Oberoi in New Delhi, where the hotel, staff &amp; service were fantastic, how pleased were we to have found on our arrival at The Oberoi Amarvilas in Agra that this was equally as amazing.   A more traditional hotel in its appearance but still absolutely lovely and with great staff and service.   And needless to say, an amazing view of the Taj Mahal from our bedroom window. 😀😀😀
 </>
</q>"
175,Unsurpassed service & views of the Taj Mahal from every aspect, September 2019,Liz S,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel exceeded all expectations in service excellence and quality of staff. Our trip to the Taj Mahal was minutes by Golf cart and could be viewed from our room and most areas of the hotel to whet our appetite before visiting. From the greeting on arrival, offerings of trying new dishes and poolside service, it truly is a luxury experience of the highest quality. Nothing is a problem and service is their pleasure.
 </>
</q>"
176,The difference is in the service , September 2019,José R,5.0,"<q class=""IRsGHoPm"">
 <>
  Upon arrival at the hotel, you get amazex by the view of the Taj. To be honest pictures do not make justice to the view, as the landmark is seen much smaller in the pictures (due to the way most cameras are set in order to get a wide angle view)   As it is common in the Oberoi, the quality of the staff is outstanding. Much better than what you can get used to when luxury travel. Staff goes completely out of the way to make your stay 100% satisfactory. This is why they have such a high CSAT (customer satisfaction rating).  All rooms have a view of the Taj, here  i would really recommend a room with a Balcony, there is not such an experience as to have a cup of tea in the balcony looking at the Taj such closely woth the peace of your room.   Really recommend when couple traveling.
 </>
 <>
  …
 </>
</q>"
177,Excellent Hotel, September 2019,sheila Ranavaya,5.0,"<q class=""IRsGHoPm"">
 <>
  we stayed at this hotel and were amazed with the view of the Taj Mahal from the bedroom. the staff were very freindly and helpfull. Excellent facilities with Gym ahd dinner in their Chula restaurant and the food was amazing also the chef came and spoke to us asking how we found the food.
 </>
</q>"
178,Sit on your balcony and see a Wonder of the World, September 2019,gaad,5.0,"<q class=""IRsGHoPm"">
 <>
  While you probably knew that  this hotel sits just a few hundred metres from the Taj Mahal, nothing really prepares you for the impact of the welcoming staff opening some massive doors and taking you onto the terrace adjoining reception and revealing this stunning monument just there shimmering over the trees of the hotel’s massive garden parklands.  As I write this review after two and one half days as a guest, I glance over my left shoulder and there it is..a stunningly golden white colour backlit by a thundery grey sky.  But back to the Oberoi Amavilas...constructed in pink sandstone in the classical style of local famous buildings just over 25 years ago, the OA offers guests every luxury, service and facility. Brochures will show the prospective guest plenty of images of the
 </>
 <>
  …
 </>
</q>"
179,Is there a better view from a hotel?, September 2019,bruceSydney,5.0,"<q class=""IRsGHoPm"">
 <>
  In our experience . . . no. This is a superb hotel in so many ways, but the outstanding attribute is that every room has an unimpeded view of the Taj Mahal which is only 600 metres away. The rooms are not as luxurious as those at the Delhi Oberoi, but they are very comfortable and spacious. The pool is wonderful, the yoga lessons excellent and the service outstanding. We ate at the international restaurant and enjoyed great Indian food and had a delicious meal in the specialist Indian restaurant. Breakfast is impressive, with an extraordinary selection of both Western and Indian food. If you can afford it or, as we did, include it in a package, this is the obvious place to stay in Agra.
 </>
</q>"
180,Beautiful hotel and surroundings, September 2019,Tracie R,5.0,"<q class=""IRsGHoPm"">
 <>
  This hotel is just gorgeous so make sure you schedule a day by the pool where the Vietnamese rice paper rolls provide welcome relief to spicy foods. So close to the Taj you can see it from every room and every comfort you can imagine. Just remember to take a cardigan to the restaurant as the AC is always on freezing and also try the pasta and the NZ lamb is also pretty special😀
 </>
</q>"
