,caption,date,customer,rating,transcript
194,Great service at sunbeam, November 2020,TARUN Grade,5.0,"<q class=""IRsGHoPm"">
 <>
  Saurabh omveer umesh jitndra , they have been very supportive and great service provided by the staff. Kudos to them for being professional and timely response to the customer. Making a happy customers.
 </>
</q>"
195,"An amazing, memorable and safe stay!", November 2020,Sukriti R,5.0,"<q class=""IRsGHoPm"">
 <>
  Visited ITC Mughal for a long weekend with my partner and was absolutely floored by the property and service. From the get go, the staff was very helpful. Not only was every fathomable covid precaution taken, the staff aided and accommodated each of our requests. The room was sanitary, comfortable and plush. And the greenery and expanse of the property was to die for. Due to the pandemic, we were weary of going to major tourist attractions and the property gave us all the reasons to stay in. The vast gardens, locomotive park, fountain areas and pools made our stay memorable. The hotel is also located very close to great rooftop restaurants if you’re looking for a taste of the local cuisine at a more affordable rate. Ours was the Mughal Suite and I’d really recommend the same for
 </>
 <>
  …
 </>
</q>"
196,Awesome Stay, October 2020,Dhruv Bablani,5.0,"<q class=""IRsGHoPm"">
 <>
  It was an amazing stay and had so much fun at the property. The staff was very helpful at all time. Mr. Sanjoo guided us very well at the time of check-in and check-out. The property is so beautiful and have a view point as well from where you can see Taj also.
 </>
</q>"
197,"Fantastic stay, food, and facilities", November 2020,Manmeet Dayal,5.0,"<q class=""IRsGHoPm"">
 <>
  This was the first travel during the pandemic, and we selected ITC for the brand it is.  1. I was taken aback by the best practices they followed for sanitization - all rooms were 'cleansed' beforehand, and the entire property was sprayed in front of us. 2. Our check-in was a breeze 3. The rooms were exactly as in the pictures and were over the top luxurious yet comfortable. 4. The breakfast spread was lavish and tasty. 5. The people at the reception, were helpful and made sure we have a relaxing vacay. Rajat, the floor-manager, helped us with everything from getting us in, to get all the COVID-19 paperwork, to informing us about the whereabouts. Thanks man. 6. The property itself is pretty. Elegance and modern, with a royal theme.   Would definitely come again.
 </>
</q>"
198,Awesome hospitality, October 2020,Harman,5.0,"<q class=""IRsGHoPm"">
 <>
  Yhe whole staff including the manager akshay david . Servers like bhim ji in taj bano, fron office executives , housekeepin , fnb they all go and extra mile to give you the best experience. The property is amazing with lish green envoronment but its the hospitality of every employee  irrespective of his position qnd depp that that wins ur heart.
 </>
</q>"
199,Courtesies at its best....., October 2020,nectarpiy,5.0,"<q class=""IRsGHoPm"">
 <>
  As there name says responsible luxury so do they work, provide luxury accommodation with their staff taking full responsibility and care of their guests. Was there on a short trip with friends enjoyed a lot. Rooms are clean and properly sanitized. Staff was courteous and polite and all the needs were well taken care off. Would like to thank Sanjoo, Vinay, Akshay, Hemender, and Ajay for their exceptional services. Special thanks to people at restaurant during breakfast hours.
 </>
</q>"
200,Weekend Getaway!, October 2020,Utsav Shankar,4.0,"<q class=""IRsGHoPm"">
 <>
  Its been around 7 months since we went out anywhere due to the pandemic, so decided for a short stay at Agra. We had been looking for a place where Hygiene wouldn't be a concern and hence we decided to stay at ITC Mughal.  The resort is absolutely beautiful and vast. Location wise its perfect as it is only around 3 kms from the Taj Mahal. In fact, you can get Taj's partial view from the resort itself.  We checked-In at around 12 Noon and were promptly shown to our room. At the reception desk, Mohita was warm and courteous. However, its the duty manager Rajat who just stole the show with his warm welcome and genuine smile.   Due to the COVID precautions, few amenities were not present in the room however, they were available on request. But I must admit due to their absence, the
 </>
 <>
  …
 </>
</q>"
201,ITC MUGHAL AGRA, November 2020,Ajay,5.0,"<q class=""IRsGHoPm"">
 <>
  I was with my family at the hotel. It was a welcome break. Had a great time. Hotel staff were very courteous. The staff took all necessary measures to keep its guest safe. Special thanks to Mr Rajat Verma.
 </>
</q>"
202,Great hospitality at front desk, October 2020,rahulg2642,4.0,"<q class=""IRsGHoPm"">
 <>
  Visited ITC Mugal for a quick family getaway. The property amazes you with its grandeur in every visit. Our visit happened to be on a super hectic weekend with queues while checking in and out but heartiest congratulations to the front desk especially Rajat Verma and Mohita who made the check in and out super convenient amidst chaos.....Thank you Guys, you make ITC a super host!!
 </>
</q>"
203,Amazing & lovely , September 2020,Aaka@1701,5.0,"<q class=""IRsGHoPm"">
 <>
  What a great hotel with best services. Lived every part of it. It was a much needed break and we had a great stay. The services are great with very warm and pleasant staff. Would like to recommend Hemendra at reception very welcoming. Worthcoming to the hotel.
 </>
</q>"
204,Wonderful Stay, October 2020,Dr Tarun Gupta,5.0,"<q class=""IRsGHoPm"">
 <>
  I had gone through the Doctor's Package. The stay at the ITC Mughal Agra was extraordinary. The family enjoyed the stay, food (too good) and the hospitality. I particularly wish to take the name of the front desk manager Mr. Jayant  who made our stay more comfortable than home. I request the management to continue to extend this package to my family of 4 so that we can travel to all over India and abroad and stay in the comforts of ITC. Hope to hear from you soon.  Kind regards,  Dr Tarun Gupta  MBBS, MS, FMAS, FIMSA, FACS USA, FRCS Eng./ Edin. / Glasg. and Ireland.  Sr. Consultant General,  GI and Laparoscopic Surgeon.  +91 98110 43493  tarungupta.surgeon@gmail.com
 </>
</q>"
205,Amazing stay.., November 2020,Akash Jain,5.0,"<q class=""IRsGHoPm"">
 <>
  This was my first visit to ITC Mughal and I must stay this was the best experience we had. We booked 4 suites and the heritage suites are well maintained.  Special thanks to Hemendra and Vishwas. Both managers were amazing. Awesome hospitality
 </>
</q>"
206,Horrendous service experience spoils otherwise wonderful hotel experience, October 2020,Apoorv Yadav,2.0,"<q class=""IRsGHoPm"">
 <>
  On the day that I stayed, it was my wedding. I checked in during the afternoon to get ready for my big day. I had told the lady at the reception that a few friends would come to help me get ready and we would leave by evening time, and after the wedding I'll be back around 11pm with my wife. I had requested that you guys please clean the room once, and the lady said they'll place a small cake in the fridge. To my extreme disappointment, I came back around midnight to find the room not cleaned, in the exact same state that I left it, and no cake or anything.   The room itself, the food and everything else was good enough, but what happened spoiled the entire experience.
 </>
</q>"
207,Truly Mughal experience!, October 2020,Arpita D,5.0,"<q class=""IRsGHoPm"">
 <>
  Starting from the extremely beautiful reception to the service par excellence, ITC Mughal truly made our first trip since the pandemic outbreak, a truly memorable experience! The rooms were regularly sanitised and the food at the breakfast was sumptuous.  Special thanks to Mr. Rajat and his team of room service and housekeeping personnel for the wonderful time. You guys truly outdid yourselves. Though we missed dipping in the pool and having cocktails due to selective Govt. restrictions on certain hotels, ITC did everything to ensure we din miss out on anything.  The well manicured gardens and the fountains ⛲️ were beautifully operated ensuring we did not have the feeling of FOMO.  Thanks again! Cheers
 </>
</q>"
208,Splendid Stay...1st vacation post lockdown...and it just amazed me, October 2020,vishvajit p,5.0,"<q class=""IRsGHoPm"">
 <>
  Right from processing my reservation..to check in...with courteous people like Mr. Rajat...to comfortable rooms...to mouth watering delicious food...u guys have reserved all the measures of hygiene,safety and hospitality even during this pandemic... Just wow...will see you soon definitely... #Loveguru
 </>
</q>"
209,Peaceful stay, October 2020,Karan P,5.0,"<q class=""IRsGHoPm"">
 <>
  Great place to stay, very friendly and courteous staff. Absolutely loved the food.  Was very happy to see all protocols for Covid being followed. Special Thanks to Rajat Verma and team for the hospitality.
 </>
</q>"
210,Wonderful Stay, October 2020,Shefali,5.0,"<q class=""IRsGHoPm"">
 <>
  We visited to celebrate my husband's birthday and it was a good decision to stay there. Beautiful property to spend time with your loved ones. Staff was very polite and cooperative. Special thanks to Mr. Rajat verma for taken care of our every needs he  provide us complimentary cake too to complete the birthday celebration. Covid precautions were taken care off specially at the time of buffet. Food was delicious. We surely visit there next time.
 </>
</q>"
211,Mind-blowing Experience, October 2020,Rahul,5.0,"<q class=""IRsGHoPm"">
 <>
  Staying there means you have everything to enjoy and have a golden time. No need to go anywhere because once you are in this property, your each and every requirement will be fulfilled. Staff members are very professional, polite and this hotel seriously deserve such staff. I would give 10 on 10 for the amazing food, ambience, staff, hygiene and other services.  This hotel is highly recommended and monument like this should be experienced once atleast.
 </>
</q>"
