,caption,date,customer,rating,transcript
207,Peaceful stay, July 2017,GBtraveller,3.0,"<q class=""IRsGHoPm"">
 <>
  A large room that opens to a lush green garden, has all the amenities to make you feel comfortable. The bathroom has a very imperial design. The breakfast is average. It is a located quite inside the city, away from the Taj Mahal and distant from lavish properties like ITC and Jaypee, but this distance renders it being a peaceful abode for people who want comfort, yet be in the midst of the city hustle-bustle.
 </>
</q>"
208,"Grand Imperial, Agra is akin to an oasis in a desert.", December 2017,manisha k,5.0,"<q class=""IRsGHoPm"">
 <>
  Staying in this hotel i s replete with royal and old world charm. Early morning tea in the garden while looking at squirrels and parrots which are regulars there was very calming. The pool with its chattri was again a very different experience. I would recommend staying in one of those suites with big baths. No complaints whatsoever. I thoroughly enjoyed my stay. It's one of my favorites to go to anytime when i feel like a relaxing and rejuvenating vacation....
 </>
</q>"
209,"Horrible stay in this hotel, incompetent staff", April 2018,Camille M,1.0,"<q class=""IRsGHoPm"">
 <>
  We stayed in this hotel for one night only (happily) and our experience was extremely bad. First, when we arrived, we were told that they cannot give us our room because the A/C was u/s but they will arrange a better one in what they called the ""General Management Room"". They even made us think that it was a great opportunity for us because we will have two bedrooms. Then we had to wait for about 90 minutes to get the room. We were exhausted after a long journey, and I had to insist twice at the reception before they finally gave us the room. When we came in the room, we first thought it was a joke! See the pictures I published to realise... It was actually a poor staff room, not made for tourist at all. Dirty couches, mattress extremely harsh, smell of cigarettes... We decided
 </>
 <>
  …
 </>
</q>"
210,Wonderful heritage building , April 2018,CountyTyroneLizzie,4.0,"<q class=""IRsGHoPm"">
 <>
  We only stayed one night in this hotel and what a great experience. Helpful staff right from the reception staff to the restaurant staff to the room attendants. Lovely atmosphere in an old authentic Indian hotel.. Great experience.
 </>
</q>"
211,"Wonderful sense of hisory, peace from the street noise, great service", April 2018,Colleen S,5.0,"<q class=""IRsGHoPm"">
 <>
  The position of this hotel is really convenient for visiting the main tourist attractions - we paid about 100 Rupees (about USD 1.50) for tuktuks to the main attractions (Agra Fort and Taj Mahal). The hotel is a wonderful refuge from the hotel and noisy streets, and the pool is lovely, clean and well maintained.  We paid a small amount to upgrade from a deluxe room to a suite (also called ""Chamber of Prince"") and this spacious suite was wonderfully decorated and quite sound proof, with the added bonus of leading onto the pool area. We really loved the ""old feel"" of the place, yet it is still very well maintained and kept spotlessly clean. Finally, the staff were exceptionally good - kind and efficient, our every need was met with no trouble at all. A really welcoming place. Our
 </>
 <>
  …
 </>
</q>"
212,Superb service at the Grand Imperial, April 2018,Paula F,5.0,"<q class=""IRsGHoPm"">
 <>
  We had a superb family stay at the Grand Imperial in Agra. The hotel provides a quiet haven away from the hustle and bustle of the street life. The rooms are beautifully decorated and the restaurant is more than adequate. The musicians in the restaurant were great. The WiFi could do with some work.  We forgot a wallet in the room when we left. The hotel contacted us, found out where we were staying the next night and by 8am the next morning we had the wallet back with everything in it. A special thanks to Sahaya for this excellent service.
 </>
</q>"
213,A brilliant old world colonial hotel, March 2018,AustralianDriverHire,5.0,"<q class=""IRsGHoPm"">
 <>
  A brilliant old world colonial hotel . Built at the turn of the century , with wonderful antique furnishings, great atmosphere. A touch real old world colonial hotel with style and charm. I loved every minute of the great service , excellent service and courteous service
 </>
</q>"
214,Perfect , April 2018,Archieballous,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a superb hotel. We had a wonderfully warm welcome; we were even given a room upgrade. The suite was beautifully decorated as was the entire hotel. The garden and pool areas are immaculate and a treat after a busy day sightseeing.  The breakfast was a real treat; we lived the dosas. All the staff were friendly, courteous and helpful. This was our favourite hotel of those we stayed in whilst touring India.
 </>
</q>"
215,Lovely Heritage hotel, April 2018,karenI1784VF,4.0,"<q class=""IRsGHoPm"">
 <>
  Only stayed one night as touring but we were made to feel very welcome by all the staff who went the extra mile.  The staff noticed it was my 14 year old’s birthday, they all wished him happy birthday and provided a cake which was much appreciated.  The pool was fabulous and loved the grass area where we sat and had drinks.  I would recommend this as a place to stay.
 </>
</q>"
216,Wonderful hotel to stay in Agra, March 2018,Riho-Bruno B,5.0,"<q class=""IRsGHoPm"">
 <>
  The manager and staff took charge of thing very nicely and everithing was perfect. Quick check inn after long trip was exactly what we needed. Great thanks to Ms. Sahaya.  She was very nice against us.  Greetings from snowy Estonia !
 </>
</q>"
217,Perfect stay in Agra, April 2018,Silvio L,5.0,"<q class=""IRsGHoPm"">
 <>
  This Hotel is a great expression of India culture. We have been staying there only for one night in state of two already booked nights. Desk offered us a fabulous Suite to be more confortable our mistake in the booking reservation. All the staff very professional, ready to help you for everything. Good the food and the swimming pool. The building is old colonial stile well done and in good maintenance. Price are equal. Really recommended.
 </>
</q>"
218,Had a great time!, March 2018,Kavita24,5.0,"<q class=""IRsGHoPm"">
 <>
  The best part about this hotel is its accessibility to all tourist destinations in Agra ! You can easily get ola/ uber car for your travel.  We had booked deluxe room but then upgraded to a suite after paying some minimal amount. All rooms have bath tubs which is a plus point again . Swimming pool is small but well maintained. Would have loved to see more food options for vegetarians.
 </>
</q>"
219,It was a pity to stay there just 1 night!, March 2018,martayram,5.0,"<q class=""IRsGHoPm"">
 <>
  We slept there for sadly just one night, but staff and everything was perfect. I booked for a simple room and they give us a suite room, very big and elegant. The garden is very nice to sip some tea or do some yoga. You can enjoy the restaurant and the pool (the water is pretty cool hehe but its good for the body). Good quality and 100% recommended.
 </>
</q>"
220,Over all a good stay, March 2018,rvaghela,4.0,"<q class=""IRsGHoPm"">
 <>
  Checked in late out post breakfast. The rooms were pleasant and liked the heritage décor. The beds were comfortable. The bathroom shower area could use a little upgrade as though I did not seem to have trouble but for the elderly it could be troublesome to get into the bath tub at an elevated platform for a shower.  The mini bar was well stocked and fairly priced.  Though 2 points I need to mention were that I checked in late around midnight the main gate was dark and I could not identify the hotel main gate and had to turn around and come back. while i was looking for the hotel i tried reaching the hotel but no one attended the call and i must have called the hotel phone number atleast 7-8 times. somehow on asking people and reaching the hotel i checked with the front desk as
 </>
 <>
  …
 </>
</q>"
221,A nice stay for one night., March 2018,vinniesbnb,4.0,"<q class=""IRsGHoPm"">
 <>
  Hotel is definitely Grand compared with surrounding area. The reception area is very nice as was the welcome from staff. Special Thanks to Sahaya, who was very charming and well spoken. The decor is traditional with lots of old photographs and furnishings.  The gardens are very pleasant as are other public areas including swimming pool. Breakfast choice was excellent to suit all tastes. My dinner was ordinary, maybe better choices I missed on menu. Overall a very good experience, recommended. Just one complaint, Now I see room rent is less than what we paid Rs, 4000.00 per night which is not accepted.
 </>
</q>"
